;0
39;"Bodycombat ist ein forderndes Cardio-Workout, das dich komplett entfesselt. Dieses energiegeladene Programm bieten wir in Kooperation mit LES MILLS an. Es ist inspiriert durch Martial-Arts und hat seine Wurzeln in vielen Kampfsportarten wie Karate, Kickboxen, Taekwondo, Tai Chi und Muay Thai. Du wirst deinen imaginären Gegner durch Punchs, Kicks und Katas besiegen. Zerschlage kraftvoll Kalorien und erlebe eine neue Art von Cardio-Fitness.Denke auch daran, deine eigene Matte mitzubringen.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.Online-AnmeldungAufgrund der aktuellen Bedingungen müssen wir die Teilnehmerzahl für den Kurs reduzieren. Daher gibt es eine Online-Anmeldung;sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich! Bitte achtet darauf, pünktlich vor Ort zu erscheinen.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleDonnerstag19:0020:00Lochnerstr. 13Vorlesungszeit und vorlesungsfreie Zeithttps://anmeld…"
40;"Abwechslungsreiches Kreistraining mit modernen Fitness-Kleingeräten undMusik nach demCircuitprinzip: Für dieEntwicklung der großen Muskelgruppen werden leichterlernbare,aber wirkungsvolle Übungen im Kreis ausgeführt. Neben einer optimalen Belastung des Bewegungsapparates wird die Stärkung vonHerz, Kreislauf und Atmung erreicht.Aufgrund der aktuellen Bedingungen müssen wir die Teilnehmerzahl für den Kurs reduzieren.Daher gibt es eine Online-Anmeldung;sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich! Bitte achtet darauf, pünktlich vor Ort zu erscheinen und haltet zu allen Kursen euren Studierendenausweis mit Lichtbild bereit.Für den Ablauf des Kurses gelten die gängigen Abstands- und Hygieneregeln: Beim Betreten und Verlassen der Turnhalle müssen Masken getragen werden und Abstand gehalten werden. Die Umkleiden und Duschen sind geöffnet, doch auch hier muss auf den Mindestabstand geachtet werden. Bitte beachtet zusätzlich, dass jede Person mit der Anmeldung automatisch bestätigt,keine Erkältungssymptomeaufzuweisen, dass keine bekannte Corona-Infektion besteht und dass innerhalb der letzten zwei Wochen kein bewusster Kontakt zu Corona-Infizierten erfolgte.___________________________2G+ Nachweispflicht ab sofortBitte bring zum Kurs deinenStudierendenausweis(+falls darauf kein Bild vorhanden ist, einen weiterenLichtbildausweis) + denfolgenden Nachweismit:1.) 2G + Test2G:Du bistgeimpft odergenesenPlustagesaktueller Test.(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).2.) Befreiung von der Testpflicht:Du bist befreit vom tagesaktuellen Test, wenn du:Alledrei Impfungenhast(„geboostert“)Oderinnerhalb derletzten drei Monatevon einer Infektiongenesenbist.________________ACHTUNG: BITTE KOMMT CA. 10 MIN VOR KURSBEGINN!WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.________________Bringe bitte deineeigene Mattemit!TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleDienstag20:0021:30Friedrich-Wilhelm-GymnasiumVorlesungszeit und vorlesungsfreie ZeitEingang über den Hof, Kurs findet in der Einfachhalle statt.https://anmeld…"
41;"Achtsames Dehnen und Bewegen, um gezielt das Bindegewebe zu lockern,Verspannungen zu lösen und durch Entspannung die eigene Mitte zu finden.Denke auch daran, deine eigene Matte mitzubringen.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.Online-AnmeldungAufgrund der aktuellen Bedingungen müssen wir die Teilnehmerzahl für den Kurs reduzieren. Daher gibt es eine Online-Anmeldung;sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich! Bitte achtet darauf, pünktlich vor Ort zu erscheinen.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleDienstag17:0018:30HumF (Sporthalle)Vorlesungszeit und vorlesungsfreie Zeithttps://anmeld…"
42;"Lust auf etwas Anderes?Auf komplexes, abwechslungsreiches und motivierendes Ganzkörpertraining, welches Körper und Seele positiv beeinflusst? Durch Arm-und Beinkombinationen des Kickboxens und des Kung Fu werden Koordinations- und Reaktionsvermögen, Kraftausdauer und Ausdauer, Schnellkraft, Körperbeherrschung und Körperbewusstsein geschult. Hier kannst du Aggressionen und Stress abbauen.Das Trainingverhilft dir zu einer absoluten Harmonie zwischen Körper und Seele, zu Ausgeglichenheit und Entspanntheit. Motivation, Selbstüberwindung, Spaß undWohlfühlenstehen dabei an vorderster Stelle.Denke auch daran, deine eigene Matte mitzubringen.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.Online-AnmeldungAufgrund der aktuellen Bedingungen müssen wir die Teilnehmerzahl für den Kurs reduzieren. Daher gibt es eine Online-Anmeldung;sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich! Bitte achtet darauf, pünktlich vor Ort zu erscheinen.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleMontag19:0020:00Lochnerstr. 13Vorlesungszeit und vorlesungsfreie Zeithttps://anmeld…"
43;"In diesem Kurs liegt der Schwerpunkt auf einem intensivenWorkout, bei dem es um Fettverbrennung, Stressabbau,Kraft, Ausdauer, Koordination usw. geht.Natürlich bleibtauch der Spaß nicht auf der Strecke. Es handelt sich umein Fitnesstraining, welches Elemente aus verschiedenenKampfsportarten enthält;das Training läuft jedoch ohneSparring (Kampf) ab. Du erlernst alle gängigen Technikenund Kombinationen. Dieser Kurs istsowohl für Anfänger als auchFortgeschrittenegeeignet.Denke auch daran, deine eigene Matte mitzubringen.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.Online-AnmeldungAufgrund der aktuellen Bedingungen müssen wir die Teilnehmerzahl für den Kurs reduzieren. Daher gibt es eine Online-Anmeldung;sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich! Bitte achtet darauf, pünktlich vor Ort zu erscheinen.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleDienstag20:1521:45Lochnerstr. 13Vorlesungszeit und vorlesungsfreie Zeithttps://anmeld…"
44;"Gettoworkout ist ein neues Ganzkörper-Teamworkout, bei dem ohne Geräte und ausschließlich mit dem eigenen Körpergewicht trainiert wird. Die Grundlage sind über 30 Einzelübungen, die je nach Workout unterschiedlich kombiniert werden. Ein ausgebildeterInstructorleitet das Workout. Er macht alle Übungen vor- und mit, achtet bei den Teilnehmern auf eine saubere Ausführung und motiviert,was das Zeug hält.Das Besondere amGettoworkout ist der ausgeprägte Team-Aspekt. Es handelt sich nicht um einen Fitness-Kurs, bei dem jeder Teilnehmer sein Training für sich absolviert, sondern um einen Teamsport. Durch den Intervallmodus kann jedes Mitglied des Teams an sein eigenes Limit gehen, egal obsuperfitoder Anfänger. Unsere Philosophie: „Wir schaffen es gemeinsam“.Mitbringen solltet ihr Motivation, Sportzeug undfeste Sportschuhe.Der Kurs findet bei jeder Wetterlage statt.Kommt am besten schon inTrainingskleidungzum Kurs, da es keine Möglichkeit gibt, Sachenunterzustellen.Treffpunkt: Haupteingang der UniMensa.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.Online-AnmeldungAufgrund der aktuellen Bedingungen müssen wir die Teilnehmerzahl für den Kurs reduzieren. Daher gibt es eine Online-Anmeldung;sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich! Bitte achtet darauf, pünktlich vor Ort zu erscheinen.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleDienstag19:0020:00UniWieseVorlesungszeit und vorlesungsfreie Zeithttps://anmeld…Donnerstag19:0020:00UniWieseVorlesungszeit und vorlesungsfreie Zeithttps://anmeld…Sonntag19:0020:00UniWieseVorlesungszeit und vorlesungsfreie Zeithttps://anmeld…"
45;"Brauchst du Action und Herausforderung? Dann ist dieses hochanstrengende Intervalltraining genau das Richtige für dich! Hierbei wechseln sich intensive Kraft- undCardioübungen(40 Sek. –60 Sek.) mit kurzen Pausen (20 Sek. – 30Sek.) ab. Der Hauptteil, das HIIT, dauert ca. 30 Minuten und umfasst meistacht bis zehnverschiedene Übungen, die inzwei bis dreiRunden durchgepowert werden. Das kurze, sehr anstrengende Training steigert den Nachbrenneffekt und das Fett schmilzt sogar noch lange nach der eigentlichen Belastung dahin.Ablauf: Aufwärmen – HIIT – Stretching – Cool-downTipp: 2 Stunden vor dem Kurs solltet ihr nichts mehr essen.Denke auch daran, deine eigene Matte mitzubringen.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.Online-AnmeldungAufgrund der aktuellen Bedingungen müssen wir die Teilnehmerzahl für den Kurs reduzieren. Daher gibt es eine Online-Anmeldung;sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich! Bitte achtet darauf, pünktlich vor Ort zu erscheinen.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleMittwoch19:0020:30Lochnerstr. 13Vorlesungszeit und vorlesungsfreie Zeithttps://anmeld…"
46;Dieses Angebot unter dem Motto „Gesundheit am Arbeitsplatz“ richtet sich an die Bediensteten der Kölner Hochschulen. Ziel dieses Interventionkurses ist es, die Bediensteten dahingehend zu fördern, dass sie ihre eigene Gesundheit am Arbeitsplatz nachhaltig verbessern können und Techniken und Übungen erlernen, um möglichen gesundheitlichen Folgen einer sitzenden Tätigkeit vorzubeugen. Ein essenzieller Part des Konzepts ist die Ergonomieberatung und die individuelle Einstellung des Arbeitsplatzes. Die Einheiten finden in Kleingruppen am jeweiligen Arbeitsplatz statt. Ein Kleidungswechsel ist nicht notwendig.Weitere Infos unter: saeed@hochschulsport-koeln.de
47;"Power Pilates verbessert durch intensiveres Training noch nachhaltiger und gezielter eure körperliche Leistungsfähigkeit, Balance und Beweglichkeit. Effektive, anspruchsvolle Übungen fördern Körperhaltung, Koordination und Muskelaufbau.Ein gestraffter Körper und eure Traumfigur sind das Trainingsziel!Denke auch daran, deine eigene Matte mitzubringen.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.Online-AnmeldungAufgrund der aktuellen Bedingungen müssen wir die Teilnehmerzahl für den Kurs reduzieren. Daher gibt es eine Online-Anmeldung;sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich! Bitte achtet darauf, pünktlich vor Ort zu erscheinen.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleDienstag18:3019:45HumF (Sporthalle)Vorlesungszeit und vorlesungsfreie Zeithttps://anmeld…"
48;"Fühl dich wie Super-(Wo)Man!Dieses energiegeladene Fitness-Workout bringt dir Kraft, Ausdauer und Beweglichkeit. Du verbrennst 50 Minuten lang durch intensives Herz-Kreislauf-Training mit einfachen Bewegungen dein Körperfett im optimalen Fettverbrennungsbereich. 35 Minuten lang arbeitest du dabei mit Gewichten und förderst so deinen Muskelaufbau.Lass uns gemeinsam zu packender Musik diesen beglückenden Moment erleben, in dem du die Gewichte ablegst, die Arme leicht in die Luft fliegen und du vom Boden abhebst! Deine Kraft explodiert. Du bist Super-(Wo)Man!Im Bodenteil kräftigst du anschließend wochenweise wechselnd Bauch, Po und Rücken. Das Streching nach den jeweiligen Kursteilen steigert deine Beweglichkeit.Der Kurs Power Workout ist ideal für jeden, der einen unterhaltsamen Weg sucht, seine Fitness zu steigern, sein Körperfett zu reduzieren, seine Muskeln zu stärken und beweglich zu bleiben.Denke auch daran, deine eigene Matte mitzubringen.2G+ Nachweispflicht ab SofortDas heißt, es dürfen nur teilnehmen:- immunisierte Personen (geimpft/genesen), diezusätzlichverfügen über- einenaktuell gültigen Testnachweis(Antigen-Schnelltest max. 24 Std. alt;PCR-Test max. 48 Std. alt).NEU!:Diezusätzliche Testpflicht (2G+) entfälltfür Personen, diezusätzlich zur vollständigen Grundimmunisierung geboostertoder in den letzten drei Monaten von einer Infektiongenesensind.Vor Kursbeginn sind die Teilnehmenden angehalten, den Nachweis zum Corona-Schutz-Status samt Personalausweis vorzulegen. Ohne Nachweis ist die Teilnahme nicht gestattet.------------- ACHTUNG: KOMMT CA. 10 MIN VOR KURSBEGINN! -----------------WER ZU SPÄT KOMMT, MUSS VON DER TEILNAHME LEIDER AUSGESCHLOSSEN WERDEN.Grund ist, dass nach Kursbeginn der Corona-Schutz-Status nicht mehr kontrolliert werden kann.Sporthalle Zülpicher Wall: !!! BITTE WARTET MIT MASKE AM PARKPLATZ, BIS DER TRAINER EUCH HINEINBEGLEITET. DIE MASKE DARF ERST IN DER HALLE AUSGEZOGEN WERDEN. Deswegen erscheint bitte 10 Minuten vor Kursbeginn !!!DIE LEUTE, DIE ZU SPÄT KOMMEN; WERDEN VON DER TEILNAHME LEIDER AUSGESCHLOSSEN:Online-AnmeldungAufgrund der aktuellen Bedingungen müssen wir die Teilnehmerzahl für den Kurs reduzieren. Daher gibt es eine Online-Anmeldung;sie wird jeweils drei Stunden vor Kursbeginn eröffnet. Diese Anmeldung ist verbindlich! Bitte achtet darauf, pünktlich vor Ort zu erscheinen.TagBeginnEndeNiveauOrtBemerkungenAnmeldungKursausfälleMontag20:0021:30Zülpicher Wall 1Vorlesungszeit und vorlesungsfreie Zeithttps://anmeld…"
